popularity	id	vote_average	vote_count	imdb_id	original_title	budget	genres	homepage	original_language	overview	release_date	revenue	runtime	spoken_languages	tagline	title	adult
35.972581	415214	6.8	30	tt6044910	Mei Gong He Xing Dong	0	Action,Adventure		zh	Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.	2016-09-30	173000000	140.0	my,en,zh,th		Operation Mekong	False
35.637691	339846	6.1	1829	tt1469304	Baywatch	69000000	Action,Comedy	http://www.thebaywatchmovie.com/	en	Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.	2017-05-12	177856751	116.0	en	Don't worry, summer is coming	Baywatch	False
35.529554	510	8.3	3001	tt0073486	One Flew Over the Cuckoo's Nest	3000000	Drama		en	While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.	1975-11-18	108981275	133.0	en	If he's crazy, what does that make you?	One Flew Over the Cuckoo's Nest	False
34.905447	76338	6.8	4873	tt1981115	Thor: The Dark World	170000000	Action,Adventure,Fantasy	http://marvel.com/thor	en	Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.	2013-10-29	644571402	112.0	en	Delve into the darkness	Thor: The Dark World	False
34.852055	378064	8.1	157	tt5323662	聲の形	0	Animation,Drama	http://asilentvoice.com.au/	ja	Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?	2016-09-17	19606617	130.0	ja		A Silent Voice	False
34.461252	372058	8.5	1030	tt5311514	君の名は。	0	Romance,Animation,Drama	https://www.funimationfilms.com/movie/yourname/	ja	High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.	2016-08-26	355298270	106.0	ja		Your Name.	False
34.457024	19404	9.1	661	tt0112870	Dilwale Dulhania Le Jayenge	13200000	Comedy,Drama,Romance		hi	Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.	1995-10-20	100000000	190.0	hi	Come... Fall In Love	Dilwale Dulhania Le Jayenge	False
34.34759	296096	7.6	2674	tt2674426	Me Before You	20000000	Drama,Romance	http://www.mebeforeyoumovie.net	en	A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.	2016-06-02	207945075	110.0	en	#LiveBoldly	Me Before You	False
34.145916	15206	4.1	135	tt0804507	La terza madre	3500000	Horror		it	An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.	2007-09-06	54947	102.0	en	What you see does not exist. What you cannot see is truth.	The Mother of Tears	False
34.047399	24021	5.9	2382	tt1325004	The Twilight Saga: Eclipse	68000000	Adventure,Fantasy,Drama,Romance	http://eclipsethemovie.com	en	Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.	2010-06-23	698491347	124.0	en	It all begins ... With a choice.	The Twilight Saga: Eclipse	False
33.949359	68726	6.7	4903	tt1663662	Pacific Rim	180000000	Action,Science Fiction,Adventure	http://www.pacificrimmovie.com/	en	When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.	2013-07-11	407602906	131.0	en	To Fight Monsters, We Created Monsters	Pacific Rim	False
33.704935	282035	5.4	2122	tt2345759	The Mummy	125000000	Thriller,Action,Adventure	http://www.themummy.com	en	Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.	2017-06-06	407778013	110.0	ar,en,th	Welcome To A New World of Gods And Monsters	The Mummy	False
33.694599	378236	5.8	327	tt4877122	The Emoji Movie	50000000	Comedy,Family,Animation	http://www.theemoji-movie.com/	en	Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.	2017-07-28	66913939	86.0	en	Not easy being meh	The Emoji Movie	False
33.536359	437031	6.1	17	tt5456104	Zona hostil	0	War		es	The crew of a medical helicopter suffers an accident when helping a joint force of USA and United Nations troops under Spanish command division in Afghanistan. The Spanish army has only one night to organize the rescue of the crew and injured, but what seems routine turns into hell once they receive the order to rescue the helicopter as well. Things only get worse when during the night a huge a concentration of Talibans begin surround them.	2017-03-10	5000000	93.0	es		Rescue Under Fire	False
33.449723	312221	7.3	1963	tt3076658	Creed	37000000	Drama	http://creedthemovie.com/	en	The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.	2015-11-25	173567581	133.0	en	Your legacy is more than a name	Creed	False
33.366332	603	7.9	9079	tt0133093	The Matrix	63000000	Action,Science Fiction	http://www.warnerbros.com/matrix	en	Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.	1999-03-30	463517383	136.0	en	Welcome to the Real World.	The Matrix	False
33.068431	216015	5.2	3350	tt2322441	Fifty Shades of Grey	40000000	Drama,Romance,Thriller	https://www.facebook.com/fiftyshadesofgreymovie	en	When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.	2015-02-11	571006128	125.0	en	Are you curious?	Fifty Shades of Grey	False
32.790475	135397	6.5	8842	tt0369610	Jurassic World	150000000	Action,Adventure,Science Fiction,Thriller	http://www.jurassicworld.com/	en	Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.	2015-06-09	1513528810	124.0	en	The park is open.	Jurassic World	False
32.213481	157336	8.1	11187	tt0816692	Interstellar	165000000	Adventure,Drama,Science Fiction	http://www.interstellarmovie.net/	en	Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.	2014-11-05	675120017	169.0	en	Mankind was born on Earth. It was never meant to die here.	Interstellar	False
32.182851	311	8.3	1104	tt0087843	Once Upon a Time in America	30000000	Drama,Crime		en	A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.	1984-02-16	0	229.0	en,fr,it	Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.	Once Upon a Time in America	False
32.070725	120	8.0	8892	tt0120737	The Lord of the Rings: The Fellowship of the Ring	93000000	Adventure,Fantasy,Action	http://www.lordoftherings.net/	en	Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.	2001-12-18	871368364	178.0	en	One ring to rule them all	The Lord of the Rings: The Fellowship of the Ring	False
31.982986	137113	7.6	4979	tt1631867	Edge of Tomorrow	178000000	Action,Science Fiction	http://www.edgeoftomorrowmovie.com/	en	Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.	2014-05-27	370541256	113.0	en	Live, Die, Repeat	Edge of Tomorrow	False
31.772396	397243	6.3	799	tt3289956	The Autopsy of Jane Doe	0	Horror,Mystery		en	"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the beautiful young ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets."	2016-12-21	5972942	86.0	en	Every body has a secret.	The Autopsy of Jane Doe	False
31.718977	122917	7.1	4884	tt2310332	The Hobbit: The Battle of the Five Armies	250000000	Action,Adventure,Fantasy	http://www.thehobbit.com/	en	Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.	2014-12-10	956019788	144.0	en	Witness the defining chapter of the Middle-Earth saga	The Hobbit: The Battle of the Five Armies	False
31.626013	140607	7.5	7993	tt2488496	Star Wars: The Force Awakens	245000000	Action,Adventure,Science Fiction,Fantasy	http://www.starwars.com/films/star-wars-episode-vii	en	Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.	2015-12-15	2068223624	136.0	en	Every generation has a story.	Star Wars: The Force Awakens	False
31.59594	205596	8.0	5895	tt2084970	The Imitation Game	14000000	History,Drama,Thriller,War	http://theimitationgamemovie.com/	en	Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.	2014-11-14	233555708	113.0	en	The true enigma was the man who cracked the code.	The Imitation Game	False
31.435879	209112	5.7	7189	tt2975590	Batman v Superman: Dawn of Justice	250000000	Action,Adventure,Fantasy	http://www.batmanvsupermandawnofjustice.com/	en	Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.	2016-03-23	873260194	151.0	en	Justice or revenge	Batman v Superman: Dawn of Justice	False
